file_name,rule_id,rule_name,checker_key,severity,line_start,line_end,code_snippet,message
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,35,35,"dpConnect(\""CB_value_textfield_dpid\"", obj_delaysp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,36,36,"dpConnect(\""CB_value_textfield_dpid\"", obj_interlocksp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,37,37,"dpConnect(\""CB_value_textfield_dpid\"", obj_interlockdbsp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,38,38,"dpConnect(\""CB_value_textfield_dpid\"", obj_closesp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,39,39,"dpConnect(\""CB_value_textfield_dpid\"", obj_deadbandsp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,40,40,"dpConnect(\""CB_value_textfield_dpid\"", obj_openvvsp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,41,41,"dpConnect(\""CB_value_textfield_dpid\"", obj_closevvsp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,42,42,"dpConnect(\""CB_value_textfield_dpid\"", obj_minvvsp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,43,43,"dpConnect(\""CB_value_textfield_dpid\"", obj_assset);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,44,44,"dpConnect(\""CB_value_textfield_dpid\"", dp_lastval);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,45,45,"dpConnect(\""CB_value_textfield_dpid\"", dp_orplastval);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,46,46,"dpConnect(\""CB_value_textfield_dpid\"", obj_orpsp);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,47,47,"dpConnect(\""CB_value_check_box_sp\"", dp_select1);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,49,49,"dpConnect(\""mode_change\"",$DP3 + \"".value.ORP_MODE_RESULT\"");","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,1938,1938,"dpConnect(\""CB_user_reverse_check_box\"", $DP3 + \"".cmd.ORP_USE\"");","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,28,28,"dpConnect(""CB_value_textfield_dpid"", obj_delaysp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,29,29,"dpConnect(""CB_value_textfield_dpid"", obj_interlocksp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,30,30,"dpConnect(""CB_value_textfield_dpid"", obj_interlockdbsp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,31,31,"dpConnect(""CB_value_textfield_dpid"", obj_closesp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,32,32,"dpConnect(""CB_value_textfield_dpid"", obj_deadbandsp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,33,33,"dpConnect(""CB_value_textfield_dpid"", obj_openvvsp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,34,34,"dpConnect(""CB_value_textfield_dpid"", obj_closevvsp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,35,35,"dpConnect(""CB_value_textfield_dpid"", obj_minvvsp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,36,36,"dpConnect(""CB_value_textfield_dpid"", obj_assset);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,37,37,"dpConnect(""CB_value_textfield_dpid"", dp_lastval);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,38,38,"dpConnect(""CB_value_textfield_dpid"", dp_orplastval);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,39,39,"dpConnect(""CB_value_textfield_dpid"", obj_orpsp);",dpConnect 콜백 함수 'CB_value_textfield_dpid'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL-AST-CFA-001,미매핑,N/A,High,40,40,"dpConnect(""CB_value_check_box_sp"", dp_select1);",dpConnect 콜백 함수 'CB_value_check_box_sp'가 현재 모듈 내에 선언되어 있지 않습니다 (심볼 확인 불가).
CA2_Na2SO3_VALVE_pnl.txt,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,42,42,"dpConnect(""mode_change"",$DP3 + "".value.ORP_MODE_RESULT"");","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE_pnl.txt,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,436,436,dpConnect(\] [0] - [main],"[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
CA2_Na2SO3_VALVE_pnl.txt,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,440,440,"dpConnect(""CB_user_reverse_check_box"", $DP3 + "".cmd.ORP_USE"");","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
GoldenTime_todo (2).ctl.txt,CTL-AST-CFA-001,미매핑,N/A,Info,80,80,"dpConnect(""CB_ChangeActiveCondition"", manager_dpname + "".Action.ActiveCondition"");",dpConnect 콜백 함수 'CB_ChangeActiveCondition'가 현재 모듈 내에 선언되어 있지 않습니다 (외부 #uses 라이브러리 참조 가능성 있음).
GoldenTime_todo (2).ctl.txt,CTL-AST-CFA-003,미매핑,N/A,High,199,199,while(true),무한 루프(while(true)/for(;;)) 내부에서 break나 return 등 탈출 제어문이 검출되지 않았습니다 (데드락 위험).
PitPumpEWSAlarm.ctl,CTL-AST-CFA-001,미매핑,N/A,Info,170,170,"dpConnect(""CB_ChangeActiveCondition"", manager_dpname + "".Action.ActiveCondition"");",dpConnect 콜백 함수 'CB_ChangeActiveCondition'가 현재 모듈 내에 선언되어 있지 않습니다 (외부 #uses 라이브러리 참조 가능성 있음).
PitPumpEWSAlarm.ctl,CTL-AST-CFA-003,미매핑,N/A,High,744,744,while(true),무한 루프(while(true)/for(;;)) 내부에서 break나 return 등 탈출 제어문이 검출되지 않았습니다 (데드락 위험).
PitPumpEWSAlarm.ctl,CTL-AST-CFA-003,미매핑,N/A,High,1038,1038,while(true),무한 루프(while(true)/for(;;)) 내부에서 break나 return 등 탈출 제어문이 검출되지 않았습니다 (데드락 위험).
PitPumpEWSAlarm.ctl,CTL-AST-CFA-003,미매핑,N/A,High,1511,1511,while(true),무한 루프(while(true)/for(;;)) 내부에서 break나 return 등 탈출 제어문이 검출되지 않았습니다 (데드락 위험).
PitPumpEWSAlarm.ctl,CTL-AST-CFA-003,미매핑,N/A,High,1615,1615,while(true),무한 루프(while(true)/for(;;)) 내부에서 break나 return 등 탈출 제어문이 검출되지 않았습니다 (데드락 위험).
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,52,52,"dpConnect(\""CB_value_textfield\"",dp_press_set1);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,54,54,"dpConnect(\""CB_value_textfield\"",dp_press_set1_max);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,55,55,"dpConnect(\""CB_value_textfield\"",dp_press_set1_min);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,57,57,"dpConnect(\""CB_check_box\"",$SetDP + \"".cmd.AUTOSEL.SEL1\"",$SetDP + \"".cmd.AUTOSEL.SEL2\"",$SetDP + \"".cmd.AUTOSEL.SEL3\"",$SetDP + \"".cmd.AUTOSEL.SEL4\"",$SetDP + \"".cmd.AUTOSEL.SEL5\"");","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,69,69,"dpConnect(\""CB_value_textfield\"",dp_hz_set1);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,71,71,"dpConnect(\""CB_value_textfield\"",dp_fan_vib_hilm);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,73,73,"dpConnect(\""CB_value_textfield\"",dp_ad_open_tm_set);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,74,74,"dpConnect(\""CB_value_textfield\"",dp_ad_open_tmlm);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,75,75,"dpConnect(\""CB_value_textfield\"",dp_ad_open_lm);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,80,80,"dpConnect(\""CB_value_check_box\"",dp_fan_vib_invalidity);","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,763,763,"dpSet($SetDP + \"".cmd.CANCEL_BIT\"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,764,764,"dpSet($SetDP + \"".cmd.ALMRESET_BIT\"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,765,765,"dpSet($SetDP + \"".cmd.HOLD_BIT\"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,945,945,"dpGet($SetDP + \"".cmd.START_BIT\"",bitstart);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,946,946,"dpGet($SetDP + \"".cmd.HOLD_BIT\"",bithold);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,947,947,"dpGet($SetDP + \"".cmd.ALMRESET_BIT\"",bitalmreset);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,948,948,"dpGet($SetDP + \"".cmd.CANCEL_BIT\"",bitcancel);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,949,949,"dpGet($SetDP + \"".cmd.AB_START\"",abstart);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,966,966,"dpSet($SetDP + \"".cmd.AB_START\"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,968,968,"dpSet($SetDP + \"".cmd.AB_START\"",true);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,971,971,"dpSet($SetDP + \"".cmd.START_BIT\"",0);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
